Population,Geographic_Distance,Genetic_Distance
Cluster2,30.482,1950.109
Cluster2,30.556,2027.749
Cluster2,30.413,1962.784
Cluster2,30.513,1962.164
Cluster2,0.110,1856.183
Cluster2,124.908,1945.481
Cluster2,127.193,1914.963
Cluster2,126.480,1923.801
Cluster2,127.202,1952.216
Cluster2,127.230,1866.309
Cluster2,126.783,1965.185
Cluster2,127.180,1901.845
Cluster2,126.088,1910.317
Cluster2,134.336,1890.975
Cluster2,129.595,1942.920
Cluster2,138.315,1917.400
Cluster2,218.969,2044.212
Cluster2,129.296,1953.503
Cluster2,130.426,1999.203
Cluster2,129.117,1994.186
Cluster2,126.098,1926.185
Cluster2,125.275,1954.389
Cluster2,134.942,1834.251
Cluster2,133.789,1876.318
Cluster2,42.619,1922.561
Cluster2,42.698,1883.070
Cluster2,42.773,1699.917
Cluster2,42.630,1856.952
Cluster2,42.730,1862.332
Cluster2,12.115,1859.455
Cluster2,12.217,1981.984
Cluster2,124.634,2060.648
Cluster2,126.903,1997.130
